draw	predicate	seed	normalized_mdl	bits_per_label
2	knows	2030	0.09985651788134989	0.0938484779448965
2	true	2026	0.10338322470416964	0.10039556121293335
2	true	2027	0.10472786133950977	0.10170133930235482
2	true	2028	0.10478711021659175	0.1017588759509059
2	true	2029	0.1278529429500459	0.1241581310403574
2	true	2030	0.0976482245172009	0.09482629633485894
2	lucky_guessed	2026	0.14883326295683627	0.13575539409416978
2	lucky_guessed	2027	0.19630318872234248	0.17905417255195455
2	lucky_guessed	2028	0.20376306678947503	0.18585855664445233
2	lucky_guessed	2029	0.2231307326766565	0.2035244000383518
2	lucky_guessed	2030	0.2377526795860209	0.2168615272750265
3	believes	2026	0.06451617438494489	0.06533157880262122
3	believes	2027	0.11698209778568021	0.11846060639585204
3	believes	2028	0.0739057475652323	0.07483982454098098
3	believes	2029	0.0713465171366756	0.07224824861430396
3	believes	2030	0.08952117491255883	0.09065261152043541
3	justified	2026	0.11164495211988823	0.10425544366554841
3	justified	2027	0.11816631472440935	0.1103451731045308
3	justified	2028	0.12112102959564164	0.11310432256858119
3	justified	2029	0.10940218269788343	0.10216111770910437
3	justified	2030	0.09145371527723475	0.08540061579185707
3	knows	2026	0.11846667677571301	0.10688894870678939
3	knows	2027	0.14047662605918013	0.12674786940947483
3	knows	2028	0.13767418725493388	0.1242193124704791
3	knows	2029	0.11334442253059106	0.1022672914933727
3	knows	2030	0.12101960468983779	0.10919237941230028
3	true	2026	0.11458735105840477	0.10801776942937098
3	true	2027	0.11409961247873729	0.10755799413171638
3	true	2028	0.11086558362261734	0.10450938030059424
3	true	2029	0.10361101581072991	0.09767073514494543
3	true	2030	0.0947403330934476	0.08930863102449918
3	lucky_guessed	2026	0.20677322911481436	0.18692772155275134
3	lucky_guessed	2027	0.18961059649402098	0.17141230969123591
3	lucky_guessed	2028	0.20452597525014765	0.18489615273472265
3	lucky_guessed	2029	0.14483125560737353	0.1309307628275116
3	lucky_guessed	2030	0.19960517020153087	0.180447632585954
4	believes	2026	0.10369268133759149	0.1016609527531708
4	believes	2027	0.09124001526653962	0.08945228112109414
4	believes	2028	0.0803483266219764	0.07877400151240806
4	believes	2029	0.145410923822846	0.14256177838069037
4	believes	2030	0.10531122073008112	0.10324777888773022
4	justified	2026	0.07450271253897253	0.07137817352809338
4	justified	2027	0.11053661207035817	0.10590086197785538
4	justified	2028	0.08319489037145758	0.07970581364374171
4	justified	2029	0.08245198658079353	0.07899406619351354
4	justified	2030	0.09314267410036635	0.08923640130993658
4	knows	2026	0.09186414754325396	0.08535056782681742
4	knows	2027	0.11062172966052063	0.10277815331671766
4	knows	2028	0.10015471624756567	0.09305329805883829
4	knows	2029	0.09006277489621217	0.08367692057264439
4	knows	2030	0.11343234423437296	0.10538948272254134
4	true	2026	0.10421706677963373	0.10021035947496765
4	true	2027	0.10968252618686156	0.1054656949859185
4	true	2028	0.10796161168219942	0.1038109423962824
4	true	2029	0.09621725513377577	0.09251810689546863
4	true	2030	0.11400785627793385	0.10962473435123436
4	lucky_guessed	2026	0.21803003576004365	0.1887116606142231
4	lucky_guessed	2027	0.1814181264564528	0.15702293397225772
4	lucky_guessed	2028	0.21263645035016182	0.1840433475727867
4	lucky_guessed	2029	0.2125986485622244	0.1840106289698154
4	lucky_guessed	2030	0.18825760042527262	0.16294270775885758
5	believes	2026	0.07270994522994353	0.07259824581269066
5	believes	2027	0.08861453882440165	0.08847840624562558
5	believes	2028	0.0873411787635227	0.08720700236249238
5	believes	2029	0.0911384312970675	0.09099842143138777
5	believes	2030	0.09285185159165717	0.0927092095131789
5	justified	2026	0.10427577861218486	0.0985020053321854
5	justified	2027	0.09871204252203444	0.09324633455884984
5	justified	2028	0.1181471926960103	0.1116053561029488
5	justified	2029	0.09281699004625246	0.08767769246256216
5	justified	2030	0.11623306452057505	0.10979721363446208
5	knows	2026	0.12514028428650262	0.11376240553299118
5	knows	2027	0.11001510577295194	0.10001242325008355
5	knows	2028	0.14956746826878908	0.1359686457222792
5	knows	2029	0.11925572764596494	0.10841287861814058
5	knows	2030	0.1446057791626829	0.1314580783103882
5	true	2026	0.10779699657621868	0.10219485651533326
5	true	2027	0.10341660552919481	0.09804211155258157
5	true	2028	0.11734467942352636	0.11124635247185209
5	true	2029	0.09252074575735035	0.0877125025526914
5	true	2030	0.12326719285427969	0.11686107671732791
5	lucky_guessed	2026	0.16791007869155503	0.14659486704309088
5	lucky_guessed	2027	0.17785559204643916	0.15527785510012557
5	lucky_guessed	2028	0.15256650361061772	0.13319906992070638
5	lucky_guessed	2029	0.20411018646122808	0.17819958086845386
5	lucky_guessed	2030	0.13612391509968225	0.11884377275577172
6	believes	2026	0.09503554867231812	0.09283514912519693
6	believes	2027	0.08319154778496461	0.08126537756100434
6	believes	2028	0.11660250849356982	0.11390275971043708
6	believes	2029	0.09211139292878126	0.08997869763615937
6	believes	2030	0.09805521701752393	0.09578490177094005
6	justified	2026	0.07009865070963482	0.06714605172606845
6	justified	2027	0.09522510591472347	0.09121416493244339
6	justified	2028	0.10867156769331651	0.10409425333611236
6	justified	2029	0.10029219155498295	0.09606782175831602
6	justified	2030	0.08944479603139932	0.08567732531443001
6	knows	2026	0.08495674311070386	0.07837738688758204
6	knows	2027	0.10732994776874404	0.09901792998271083
6	knows	2028	0.11426363361914706	0.10541464622389075
6	knows	2029	0.11795212930557442	0.10881749151742544
6	knows	2030	0.09514323405724923	0.08777499928079592
6	true	2026	0.08191717944016068	0.07891892039800125
6	true	2027	0.1056761409965074	0.10180827777845382
6	true	2028	0.10828321743373792	0.10431993234502243
6	true	2029	0.11799428062431015	0.11367555992100072
6	true	2030	0.09797213890138082	0.09438625064999953
6	lucky_guessed	2026	0.1925990612272762	0.1734331974999519
6	lucky_guessed	2027	0.17785010251553912	0.16015193302819614
6	lucky_guessed	2028	0.16453704857531345	0.14816368397532031
6	lucky_guessed	2029	0.15292757222050882	0.1377094865732994
6	lucky_guessed	2030	0.16392719603977982	0.14761451891414568
7	believes	2026	0.1364818913645389	0.1305373975686259
7	believes	2027	0.09677081653587347	0.09255594588327935
7	believes	2028	0.10322501301337737	0.09872902865013244
7	believes	2029	0.10500698319448497	0.10043338479336153
7	believes	2030	0.09132808160050401	0.08735027026568916
7	justified	2026	0.07341314889637744	0.07008058641510581
7	justified	2027	0.09003999424785487	0.08595266233040977
7	justified	2028	0.0955084858528135	0.09117291380092656
7	justified	2029	0.11241476976339655	0.10731174326628945
7	justified	2030	0.12443513149479261	0.11878644516535893
7	knows	2026	0.0785323971821725	0.07259231657790033
7	knows	2027	0.1061421342051083	0.09811369173664199
7	knows	2028	0.10934982911613124	0.10107876109427463
7	knows	2029	0.12851307724367872	0.11879252795546981
7	knows	2030	0.13425749932901085	0.12410244999450026
7	true	2026	0.10167759888174896	0.09741842371150213
7	true	2027	0.09673635988763105	0.09268416838601393
7	true	2028	0.10760134409090796	0.10309402902763454
7	true	2029	0.1232949924123909	0.11813028577027836
7	true	2030	0.13945572032197434	0.13361405659390946
7	lucky_guessed	2026	0.1588897895283509	0.1401489374058675
7	lucky_guessed	2027	0.15464427612838158	0.13640417700613205
7	lucky_guessed	2028	0.15307355690809493	0.13501872215507082
7	lucky_guessed	2029	0.17766961480093735	0.15671370575525992
7	lucky_guessed	2030	0.19297237606970827	0.17021152545506657
8	believes	2026	0.11287129719523513	0.11220008034606882
8	believes	2027	0.06791548968758898	0.06751161357266457
8	believes	2028	0.09260963696586075	0.09205891104818888
8	believes	2029	0.09583809444091343	0.09526816970912387
8	believes	2030	0.08494043878903289	0.08443531963910267
8	justified	2026	0.1316822503673163	0.12277279362160767
8	justified	2027	0.11089247910802107	0.10338963234407685
8	justified	2028	0.1032100236942277	0.09622696227735267
8	justified	2029	0.10082137940855182	0.09399993068347656
8	justified	2030	0.12782726464534175	0.11917863142330054
8	knows	2026	0.12924615485042074	0.1167025436743187
8	knows	2027	0.1309709744788823	0.11825996592996582
8	knows	2028	0.1177324299719359	0.1063062500125031
8	knows	2029	0.12099712277882883	0.10925409751574676
8	knows	2030	0.1506451763664671	0.13602474514293714
8	true	2026	0.11577502940424665	0.10885821208853311
8	true	2027	0.11656947045357882	0.10960519036774456
8	true	2028	0.10894564032013793	0.10243683530997752
8	true	2029	0.11344945514541967	0.10667157601339916
8	true	2030	0.10843629006034353	0.10195791546954763
8	lucky_guessed	2026	0.16101418600668954	0.13995699938446118
8	lucky_guessed	2027	0.1384374717963854	0.12033283299763478
8	lucky_guessed	2028	0.19950193671768374	0.173411381486819
8	lucky_guessed	2029	0.16918652706018691	0.14706057429398137
8	lucky_guessed	2030	0.18949831249575083	0.16471601579392736
9	believes	2026	0.10523200489481338	0.09919787846562958
9	believes	2027	0.11513243270342895	0.10853060414636204
9	believes	2028	0.1044482651949188	0.09845907931819775
9	believes	2029	0.12337025631570163	0.11629606130294039
9	believes	2030	0.10141874897805922	0.09560327910998083
9	justified	2026	0.08616295673237585	0.081581340769601
9	justified	2027	0.09678712798384319	0.09164058395403177
9	justified	2028	0.09774374391422615	0.09254633293435752
9	justified	2029	0.08035345925156245	0.07608075662467123
9	justified	2030	0.11267010621976609	0.10667900311977171
9	knows	2026	0.10754201921945944	0.0983501891412529
9	knows	2027	0.11690145976779096	0.106909659707881
9	knows	2028	0.10746124313112783	0.09827631714570023
9	knows	2029	0.09054947192403484	0.08281002862886509
9	knows	2030	0.10686167245143002	0.09772799296339625
9	true	2026	0.11128652856017394	0.10563947492053885
9	true	2027	0.12150042792244962	0.11533508659503373
9	true	2028	0.10824819622771607	0.10275531781376565
9	true	2029	0.09765847428871362	0.0927029540670985
9	true	2030	0.1134086795893714	0.1076539408521029
9	lucky_guessed	2026	0.13413772230014354	0.12055052552762578
9	lucky_guessed	2027	0.148766969978476	0.13369793451486553
9	lucky_guessed	2028	0.17763036433029414	0.15963767240483162
9	lucky_guessed	2029	0.15292084747042484	0.13743105377501919
9	lucky_guessed	2030	0.18781283178402658	0.16878872836184838
10	believes	2026	0.09431722983822692	0.09376550526190865
10	believes	2027	0.08420640123495167	0.0837138216593606
10	believes	2028	0.11773910219525636	0.11705036741809857
10	believes	2029	0.10381758475946884	0.10321028625140147
10	believes	2030	0.10686738925624172	0.10624225040132866
10	justified	2026	0.10268500128647937	0.09501495678291326
10	justified	2027	0.12033395918521175	0.11134562777675308
10	justified	2028	0.0838806926254867	0.07761523382072408
10	justified	2029	0.11542672442001033	0.10680493835475649
10	justified	2030	0.11812027638122642	0.10929729575828294
10	knows	2026	0.11858066462696283	0.10540181963141525
10	knows	2027	0.14456945152620299	0.12850225879500335
10	knows	2028	0.10323385413824213	0.0917606264728314
10	knows	2029	0.1319183493296553	0.11725717768457145
10	knows	2030	0.13603701603387947	0.12091810306769533
10	true	2026	0.11156832015535133	0.10383864600458705
10	true	2027	0.11888338779628531	0.11064691127387567
10	true	2028	0.102077724975673	0.09500557805247276
10	true	2029	0.125445789484333	0.11675465677794208
10	true	2030	0.12192272753178089	0.11347567953391893
10	lucky_guessed	2026	0.15520079185104857	0.14651446159836842
10	lucky_guessed	2027	0.17745931950199184	0.16752721646807442
10	lucky_guessed	2028	0.15264329371756488	0.14410010238281867
10	lucky_guessed	2029	0.1505339068211869	0.14210877436355132
10	lucky_guessed	2030	0.1393180772282535	0.1315206761033002
11	believes	2026	0.10523858587561137	0.10216933156257782
11	believes	2027	0.09058790901675952	0.08794593765098108
11	believes	2028	0.12017723172401722	0.11667229592762265
11	believes	2029	0.12145194929253092	0.11790983671005066
11	believes	2030	0.11459135406924438	0.1112493288530457
11	justified	2026	0.10072815056848673	0.09456042247198608
11	justified	2027	0.11169207211255448	0.10485300748725299
11	justified	2028	0.12056675561774836	0.11318428148384761
11	justified	2029	0.10292628523742174	0.09662396222499177
11	justified	2030	0.12037119746030879	0.11300069763086347
11	knows	2026	0.10505587826036981	0.0946901945905821
11	knows	2027	0.12025865708036587	0.10839294124903394
11	knows	2028	0.11710752611606114	0.10555272698276587
11	knows	2029	0.11501266660338594	0.10366456367215582
11	knows	2030	0.1346785189329056	0.12139002001698497
11	true	2026	0.08324563655491368	0.07891437153403659
11	true	2027	0.09729018144383089	0.09222817967170825
11	true	2028	0.10712831061194422	0.1015544316231868
11	true	2029	0.10447113620566553	0.09903550982733404
11	true	2030	0.09593683958775583	0.09094525210381801
11	lucky_guessed	2026	0.16479864686430348	0.14708851292892558
11	lucky_guessed	2027	0.19646257509432358	0.1753496680139963
11	lucky_guessed	2028	0.21191881322833017	0.1891448970760307
11	lucky_guessed	2029	0.15901635859311014	0.14192761992816866
11	lucky_guessed	2030	0.13790346107293128	0.12308362600617381
12	believes	2026	0.0841647112725423	0.08271109883986676
12	believes	2027	0.09120514493010799	0.08962993685786652
12	believes	2028	0.11565382395434992	0.11365636167063677
12	believes	2029	0.14257877272946778	0.14011628847042903
12	believes	2030	0.08620016437161683	0.08471139753888207
12	justified	2026	0.10950495233424444	0.10218710181589707
12	justified	2027	0.12202856669763333	0.11387380482589826
12	justified	2028	0.08058545583645665	0.07520019875726922
12	justified	2029	0.10569823197259039	0.09863477187200882
12	justified	2030	0.09125997020822788	0.08516137095717097
12	knows	2026	0.14448103549596675	0.13101875630925935
12	knows	2027	0.13223395673978205	0.11991282104551561
12	knows	2028	0.09611624339304203	0.0871604403113928
12	knows	2029	0.10736721385921523	0.09736308145865515
12	knows	2030	0.12823078404538726	0.11628265113490867
12	true	2026	0.125228585559744	0.11731909337409209
12	true	2027	0.12031027766606982	0.1127114279561575
12	true	2028	0.09210711632231912	0.08628959060694041
12	true	2029	0.10993297247977699	0.10298955790004867
12	true	2030	0.1046714554927367	0.09806036062505863
12	lucky_guessed	2026	0.16143652489124152	0.1464468273111248
12	lucky_guessed	2027	0.15839554176066808	0.14368820542131916
12	lucky_guessed	2028	0.18291362752045798	0.16592973888892978
12	lucky_guessed	2029	0.2477505122617153	0.2247463918705956
12	lucky_guessed	2030	0.14048735007603846	0.12744282441562482
13	believes	2026	0.10093134928771058	0.10076191200461035
13	believes	2027	0.10642273245060738	0.10624407657437282
13	believes	2028	0.10429222757631403	0.10411714825939507
13	believes	2029	0.10190451372977734	0.10173344275862838
13	believes	2030	0.0976063709639687	0.09744251544805496
13	justified	2026	0.11079353462587804	0.10757309669810465
13	justified	2027	0.1026240164163901	0.09964104204082047
13	justified	2028	0.071809471518825	0.0697221841474681
13	justified	2029	0.08558819274892376	0.08310039900690666
13	justified	2030	0.10924829014414128	0.10607276786919428
13	knows	2026	0.13038591158721158	0.12236000070338467
13	knows	2027	0.0912610120565382	0.08564343619257139
13	knows	2028	0.08831439919358818	0.08287820222216649
13	knows	2029	0.10340784920272195	0.09704257421030735
13	knows	2030	0.14047537466559332	0.1318284064102528
13	true	2026	0.11195935243112447	0.10935797509101902
13	true	2027	0.0847229613892116	0.08275442202953545
13	true	2028	0.07839979613716672	0.07657817562301114
13	true	2029	0.09268478071350353	0.09053124835479258
13	true	2030	0.10858455947573895	0.10606159550379841
13	lucky_guessed	2026	0.19497596543990448	0.16745942436604117
13	lucky_guessed	2027	0.1570625870442019	0.13489667999089852
13	lucky_guessed	2028	0.2351142156167521	0.2019330491254311
13	lucky_guessed	2029	0.1978985888842024	0.16996958421326439
13	lucky_guessed	2030	0.17692453816704146	0.1519555564237598
14	believes	2026	0.09753214612227053	0.09404684183428744
14	believes	2027	0.11291053900659288	0.10887568894531341
14	believes	2028	0.10020056889222688	0.09661990870680848
14	believes	2029	0.10059134251069898	0.09699671805788526
14	believes	2030	0.10870095349859527	0.10481653267531557
14	justified	2026	0.09152446776072509	0.08855039506260144
14	justified	2027	0.09565350477017603	0.09254525968580642
14	justified	2028	0.12284268371363107	0.1188509306804195
14	justified	2029	0.08693306227621485	0.08410818655275373
14	justified	2030	0.11185372745759103	0.1082190587711293
14	knows	2026	0.10548626775493383	0.09863719326272315
14	knows	2027	0.11150304007152823	0.10426330504429167
14	knows	2028	0.1345906284221564	0.12585184886690307
14	knows	2029	0.09902567521131254	0.09259607787510366
14	knows	2030	0.10926297138574048	0.1021686808568558
14	true	2026	0.1075107935546233	0.10391643516360563
14	true	2027	0.10302146163500922	0.09957719299146542
14	true	2028	0.12343791715522355	0.11931107464362772
14	true	2029	0.09640118172668509	0.09317824582427932
14	true	2030	0.11658834506695769	0.11269050111537929
14	lucky_guessed	2026	0.2581817161354731	0.23180693233834257
14	lucky_guessed	2027	0.21571880443835845	0.19368185730980278
14	lucky_guessed	2028	0.16369735893238455	0.14697470903049353
14	lucky_guessed	2029	0.22977914818287853	0.20630585408163304
14	lucky_guessed	2030	0.17675228683843805	0.1586959991167852
15	believes	2026	0.09309642927974107	0.09009549035976579
15	believes	2027	0.11650222777978785	0.11274680909925339
15	believes	2028	0.1304310919708209	0.1262266800154067
15	believes	2029	0.1046085033700017	0.1012364757685981
15	believes	2030	0.1214702483450068	0.11755468682779487
15	justified	2026	0.12380522520676417	0.11921975065685736
15	justified	2027	0.09256757054661914	0.08913907035061099
15	justified	2028	0.10756915752999648	0.10358503138843066
15	justified	2029	0.09490048998789706	0.09138558356220758
15	justified	2030	0.08831136749194159	0.08504050774086509
15	knows	2026	0.12199033680471068	0.11310386822272128
15	knows	2027	0.11058079577726841	0.10252546292726405
15	knows	2028	0.10183312134721767	0.09441501875679167
15	knows	2029	0.11533110809336906	0.10692973553024182
15	knows	2030	0.09142812237442782	0.08476797897068192
15	true	2026	0.1158494312129298	0.11150804997860662
15	true	2027	0.1177822763933371	0.11336846305721403
15	true	2028	0.13176422156975612	0.12682644403482163
15	true	2029	0.1117670309867967	0.10757863501573436
15	true	2030	0.09883396728924114	0.0951302293734754
15	lucky_guessed	2026	0.1509063753157892	0.13720407431660592
15	lucky_guessed	2027	0.16338657615623386	0.14855107274536863
15	lucky_guessed	2028	0.2027451728124176	0.18433590827211088
15	lucky_guessed	2029	0.2220851617947173	0.20191982598305566
15	lucky_guessed	2030	0.19051109145403036	0.17321268167297635
16	believes	2026	0.11067188693310252	0.10460077381843443
16	believes	2027	0.14682308508644507	0.138768830459494
16	believes	2028	0.07503278108107647	0.07091671769881304
16	believes	2029	0.12513360957176572	0.11826917164439835
16	believes	2030	0.11891771689095891	0.11239426336911293
16	justified	2026	0.08760321367106515	0.0849487196724847
16	justified	2027	0.07965051349265435	0.07723699689674508
16	justified	2028	0.09569986380373158	0.0928000305272284
16	justified	2029	0.08833486666824411	0.08565820260981462
16	justified	2030	0.07614571144574789	0.07383839501773039
16	knows	2026	0.09870314460307938	0.09301263837959073
16	knows	2027	0.1006330010587314	0.09483123333272941
16	knows	2028	0.1140954361223782	0.10751752219737656
16	knows	2029	0.10844673192906396	0.10219448124909836
16	knows	2030	0.08566642947166167	0.08072752552880458
16	true	2026	0.11314781621993929	0.11023394286064125
16	true	2027	0.11444319167230033	0.11149595876487292
16	true	2028	0.10308565120310273	0.10043090679175035
16	true	2029	0.11271343170741424	0.10981074496665666
16	true	2030	0.10562357600289325	0.10290347291552686
16	lucky_guessed	2026	0.2146445868013298	0.18884371668087638
16	lucky_guessed	2027	0.19140615473192044	0.1683986081075809
16	lucky_guessed	2028	0.21636321305780495	0.19035575933098292
16	lucky_guessed	2029	0.20939966486892922	0.18422924880085323
16	lucky_guessed	2030	0.18891610657189792	0.16620787058999206
17	believes	2026	0.0820891186264671	0.07882819786827605
17	believes	2027	0.1258226762800091	0.12082447695958971
17	believes	2028	0.12435286543607163	0.11941305310739739
17	believes	2029	0.10722426122187924	0.10296486819816864
17	believes	2030	0.08881793021745367	0.0852897131139961
17	justified	2026	0.11131798007675071	0.10412875984436974
17	justified	2027	0.07883691800338803	0.07374541377758606
17	justified	2028	0.09794514132133156	0.09161957566549378
17	justified	2029	0.09422356815672225	0.08813835189523073
17	justified	2030	0.1156363681338708	0.10816825456574916
17	knows	2026	0.13403297126639474	0.12064062134781674
17	knows	2027	0.09375775397557819	0.08438963628813788
17	knows	2028	0.10766121279715668	0.09690388479931417
17	knows	2029	0.11832230515304701	0.10649973866951437
17	knows	2030	0.15131456808989632	0.13619546997178672
17	true	2026	0.125712163284057	0.11753175507779871
17	true	2027	0.08745339753801762	0.08176258391906294
17	true	2028	0.10909646179936486	0.10199727928541276
17	true	2029	0.1119528350330799	0.10466778109323865
17	true	2030	0.1271121002494334	0.11884059460645427
17	lucky_guessed	2026	0.1646418574270645	0.1545921338572244
17	lucky_guessed	2027	0.14334693081587718	0.13459704757356294
17	lucky_guessed	2028	0.14955126859296017	0.1404226731533469
17	lucky_guessed	2029	0.21982410337995847	0.20640606068121653
17	lucky_guessed	2030	0.15701974199662122	0.14743527163936285
18	believes	2026	0.12679024326166327	0.11659353053761044
18	believes	2027	0.12911666619527995	0.11873285811027114
18	believes	2028	0.11972078923118327	0.11009261545784399
18	believes	2029	0.15570529116543985	0.14318317524558621
18	believes	2030	0.10207461503306886	0.09386558018042263
18	justified	2026	0.08195669052456538	0.0801553060294712
18	justified	2027	0.12690006831511486	0.12411084129745337
18	justified	2028	0.08657361743092575	0.08467075420980118
18	justified	2029	0.09843792644846783	0.09627428912613914
18	justified	2030	0.10159148679021322	0.09935853511822494
18	knows	2026	0.10104431845233046	0.09612198895197832
18	knows	2027	0.14760125504259305	0.140410924867543
18	knows	2028	0.09387152300221509	0.08929861307522323
18	knows	2029	0.11511290519967611	0.1095052306879922
18	knows	2030	0.10494865712956629	0.09983612948898529
18	true	2026	0.0926449770820959	0.09111489142034557
18	true	2027	0.1325254291953479	0.13033669467982822
18	true	2028	0.10096803527568708	0.0993004894687133
18	true	2029	0.11334549362964777	0.11147352690151034
18	true	2030	0.10247519487239269	0.10078275744839313
18	lucky_guessed	2026	0.13625770518680697	0.1200140776798841
18	lucky_guessed	2027	0.18230191566963802	0.16056924075135542
18	lucky_guessed	2028	0.22386297725769266	0.19717570250739996
18	lucky_guessed	2029	0.14359772848361999	0.12647907813551462
18	lucky_guessed	2030	0.18762380752762667	0.16525669634862197
19	believes	2026	0.11144733878538647	0.10604310022758907
19	believes	2027	0.10765824929968236	0.10243774903228073
19	believes	2028	0.0892196173840557	0.08489323236998778
19	believes	2029	0.14392039150861163	0.1369414888491062
19	believes	2030	0.10634967900490486	0.10119263315570377
19	justified	2026	0.11990582009141144	0.11494847670801082
19	justified	2027	0.09137604355277938	0.08759822505687682
19	justified	2028	0.09144179207762827	0.08766125529820637
19	justified	2029	0.07847021313672727	0.07522596868228101
19	justified	2030	0.10005674129940581	0.09592003113748794
19	knows	2026	0.12415265624241206	0.11303178394535185
19	knows	2027	0.11339149219085477	0.10323454233256556
19	knows	2028	0.1195350133062315	0.10882776258571185
19	knows	2029	0.09760321054009365	0.08886048305402101
19	knows	2030	0.11961413745167139	0.10889979925075718
19	true	2026	0.10975360686691275	0.10533582748438482
19	true	2027	0.09459745314773357	0.09078973611605123
19	true	2028	0.11111425392083457	0.1066417060557637
19	true	2029	0.10416426494658515	0.09997146659386032
19	true	2030	0.1116360642863752	0.10714251261887558
19	lucky_guessed	2026	0.1857346009869345	0.1698529565659051
19	lucky_guessed	2027	0.14781809897974107	0.13517858822345544
19	lucky_guessed	2028	0.17692176760558836	0.161793683831636
19	lucky_guessed	2029	0.17996414122188648	0.16457591261916651
19	lucky_guessed	2030	0.18393633327164785	0.16820845367567658
20	believes	2026	0.08187599371501421	0.07613085097512973
20	believes	2027	0.1182528630096547	0.10995519788750438
20	believes	2028	0.0941039199991793	0.08750075797027297
20	believes	2029	0.08018419735470023	0.07455776598717052
20	believes	2030	0.10082677137085372	0.09375187472235014
20	justified	2026	0.1021657071707414	0.09766956149034305
20	justified	2027	0.09679430710879926	0.09253454796019314
20	justified	2028	0.11177977682522677	0.1068605316631616
20	justified	2029	0.09119178271949088	0.08717858150632017
20	justified	2030	0.08701351108957593	0.08318418877726748
20	knows	2026	0.1090077165279033	0.10066226308039329
20	knows	2027	0.08375865105512331	0.07734622498592997
20	knows	2028	0.13290404314133744	0.12272912580199498
20	knows	2029	0.10840257493843014	0.10010345014658746
20	knows	2030	0.09315056936955725	0.08601911331264865
20	true	2026	0.094708204050677	0.09069930980062298
20	true	2027	0.10210351446603914	0.09778158484910554
20	true	2028	0.11764116740928197	0.11266154600980574
20	true	2029	0.08923614717436248	0.08545887908138021
20	true	2030	0.09238350347981693	0.08847301125147827
20	lucky_guessed	2026	0.16644550890185084	0.14364891670145946
