draw	predicate	normalized_mdl	bits_per_label
14	justified	0.09152446776072509	0.08855039506260144
14	knows	0.10548626775493383	0.09863719326272315
14	true	0.1075107935546233	0.10391643516360563
14	lucky_guessed	0.2581817161354731	0.23180693233834257
15	believes	0.09309642927974107	0.09009549035976579
15	justified	0.12380522520676417	0.11921975065685736
15	knows	0.12199033680471068	0.11310386822272128
15	true	0.1158494312129298	0.11150804997860662
15	lucky_guessed	0.1509063753157892	0.13720407431660592
16	believes	0.11067188693310252	0.10460077381843443
16	justified	0.08760321367106515	0.0849487196724847
16	knows	0.09870314460307938	0.09301263837959073
16	true	0.11314781621993929	0.11023394286064125
16	lucky_guessed	0.2146445868013298	0.18884371668087638
17	believes	0.0820891186264671	0.07882819786827605
17	justified	0.11131798007675071	0.10412875984436974
17	knows	0.13403297126639474	0.12064062134781674
17	true	0.125712163284057	0.11753175507779871
17	lucky_guessed	0.1646418574270645	0.1545921338572244
18	believes	0.12679024326166327	0.11659353053761044
18	justified	0.08195669052456538	0.0801553060294712
18	knows	0.10104431845233046	0.09612198895197832
18	true	0.0926449770820959	0.09111489142034557
18	lucky_guessed	0.13625770518680697	0.1200140776798841
19	believes	0.11144733878538647	0.10604310022758907
19	justified	0.11990582009141144	0.11494847670801082
19	knows	0.12415265624241206	0.11303178394535185
19	true	0.10975360686691275	0.10533582748438482
19	lucky_guessed	0.1857346009869345	0.1698529565659051
20	believes	0.08187599371501421	0.07613085097512973
20	justified	0.1021657071707414	0.09766956149034305
20	knows	0.1090077165279033	0.10066226308039329
20	true	0.094708204050677	0.09069930980062298
20	lucky_guessed	0.16644550890185084	0.14364891670145946
21	believes	0.10067733247674276	0.09533005546296829
21	justified	0.09418710201714134	0.08991462468419542
21	knows	0.10109847126124866	0.09330380511913788
21	true	0.10165257178690953	0.0971784605799983
21	lucky_guessed	0.20777532161315582	0.17919636170954326
22	believes	0.09651453090462327	0.09638219587637684
22	justified	0.09487756756217526	0.08843594152946643
22	knows	0.11608521461109528	0.1045529392153704
22	true	0.12977601912582606	0.1221441333147147
22	lucky_guessed	0.17031730891853267	0.1584752616799384
23	believes	0.10144471634354653	0.09864180995143541
23	justified	0.09893502426021329	0.09333464443048839
23	knows	0.13175549119096883	0.11984536373053864
23	true	0.10931618466784457	0.10376992079076233
23	lucky_guessed	0.1457377378115362	0.13175968747706662
24	believes	0.08938302839999802	0.09108666915734223
24	justified	0.14312517446691408	0.13483990370249907
24	knows	0.18157207553382165	0.16565406034507923
24	true	0.15564065237789804	0.14782396111598772
24	lucky_guessed	0.17328691031185864	0.1505963286292769
25	believes	0.14470727469195213	0.14679395583777144
25	justified	0.08636638751749354	0.08271424437433891
25	knows	0.10987299820887071	0.1019111557933601
25	true	0.10576780556037854	0.10203773206118116
25	lucky_guessed	0.20466147111820396	0.18190320349520384
26	believes	0.15150611014326054	0.14547010859289058
26	justified	0.11307349059178368	0.10502452950230705
26	knows	0.12597084423018787	0.11269385318947402
26	true	0.1144137935211791	0.1073005210282283
26	lucky_guessed	0.18409454865247216	0.1660066242443766
27	believes	0.12566542235014663	0.11950293054383802
27	justified	0.08208598482017118	0.07932452921606185
27	knows	0.0891856374679793	0.08365658768638129
27	true	0.10471611540709858	0.10046229980267456
27	lucky_guessed	0.1578205841849777	0.14413316970675055
28	believes	0.10524602911539972	0.10710967258846098
28	justified	0.08711534475230703	0.0834586916270208
28	knows	0.0939878776251297	0.08710572766075289
28	true	0.09276521827765129	0.08872557203520025
28	lucky_guessed	0.22235136783173934	0.1941394364956005
29	believes	0.11034373500777787	0.10437042345209732
29	justified	0.08721254364438155	0.084888239601768
29	knows	0.09926897239986637	0.09409828054906413
29	true	0.09908928317914589	0.09658350183358509
29	lucky_guessed	0.16412879835716987	0.14398791383697437
30	believes	0.1016277295331332	0.09799201736028984
30	justified	0.1000856423192631	0.09315313901121569
30	knows	0.11830016033501309	0.10656491515597943
30	true	0.12234533906858928	0.11513339153346805
30	lucky_guessed	0.21380814518727578	0.19515156369774278
31	believes	0.10174232946911002	0.09813008593261405
31	justified	0.09166767097055425	0.08934338600015207
31	knows	0.10855590594712095	0.10329261907783521
31	true	0.09727710836437883	0.09492946298509544
31	lucky_guessed	0.1903904814068093	0.17049004183688113
32	believes	0.11882453167537599	0.11705835095926535
32	justified	0.08919081463117243	0.08185542648111048
32	knows	0.10156037862427876	0.09023857233584713
32	true	0.10663213589878473	0.09861435183982152
32	lucky_guessed	0.17285786819066637	0.15866160865651616
33	believes	0.08098229681792797	0.07947468661420058
33	justified	0.1054056768855952	0.0995473473025589
33	knows	0.10940136844102148	0.10013388864943562
33	true	0.1083642387966105	0.10317054198747655
33	lucky_guessed	0.1471901520090128	0.13178379136990218
34	believes	0.1105872939507154	0.10561043706815948
34	justified	0.09252928124863434	0.08642145215416597
34	knows	0.09903124614136694	0.08911237784055802
34	true	0.10719637560140077	0.10098216985692086
34	lucky_guessed	0.17255453307615026	0.15975395189277367
35	believes	0.10304197789734874	0.10191173677765661
35	justified	0.08627715786986773	0.0810444664188643
35	knows	0.10866886439584424	0.09781775790786212
35	true	0.12314219492234355	0.11629398330753135
35	lucky_guessed	0.1996940691581638	0.18078284068379225
36	believes	0.10050979590144203	0.09800939704741413
36	justified	0.11686775418595982	0.11178155698426
36	knows	0.1393250062083035	0.12902674067006484
36	true	0.1347714883184131	0.12907429490054698
36	lucky_guessed	0.14383791906690668	0.1303881273979431
37	believes	0.10110876730928302	0.09636369710385836
37	justified	0.09594701885857063	0.0903363528076785
37	knows	0.11063549975308086	0.1004146276148446
37	true	0.10468669052103886	0.09884762522219705
37	lucky_guessed	0.183960907154479	0.16287064513620125
38	believes	0.09403627714287778	0.0917901444172311
38	justified	0.10016149559347017	0.0929477312996067
38	knows	0.08770446493367624	0.07857221923943133
38	true	0.10546992488409176	0.09878760282942957
38	lucky_guessed	0.13788497251511403	0.1266529029629713
39	believes	0.10316021035613542	0.0971223072171801
39	justified	0.11159563203146552	0.11133115643929187
39	knows	0.11686686688172374	0.11286501920633821
39	true	0.10888554796949114	0.1083856900994214
39	lucky_guessed	0.19906626050979542	0.17510112938844466
40	believes	0.08762347680999391	0.08368466540442328
40	justified	0.08231821142185916	0.0806702648190865
40	knows	0.11203238418161622	0.10620483186955891
40	true	0.09144350062848035	0.09011768202815668
40	lucky_guessed	0.1857229194677699	0.17034534054554873
41	believes	0.09206137337250606	0.0908130228197863
41	justified	0.13126307613623042	0.11897396409916815
41	knows	0.14161307243099067	0.12283847556390555
41	true	0.11807926269782795	0.1075890823083976
41	lucky_guessed	0.1972718012456963	0.18021759899161266
42	believes	0.08779149481372588	0.08160790442281342
42	justified	0.09567605416049604	0.09209390280167108
42	knows	0.1250265338352884	0.11641799236341248
42	true	0.12089877455768194	0.11657650767209159
42	lucky_guessed	0.21663699808884365	0.18659318442321016
43	believes	0.08693253846799201	0.08402532880327444
43	justified	0.09164001230676293	0.08619463482171076
43	knows	0.12186636873461436	0.11067379003880777
43	true	0.09125371665260922	0.08652524154180417
43	lucky_guessed	0.2145150897369419	0.18901126321864667
44	believes	0.07851513425663803	0.07906849250435434
44	justified	0.1119934740267203	0.10706312702136545
44	knows	0.13844411528424655	0.12817139907805275
44	true	0.1400752261976959	0.1351891820523113
44	lucky_guessed	0.1533501717907541	0.13600865493080336
45	believes	0.08726944794823172	0.08488983588313286
45	justified	0.10200625645661998	0.09610596662521736
45	knows	0.1198628571132504	0.10980138171682384
45	true	0.10299830257474649	0.09749021503499901
45	lucky_guessed	0.1623935154578999	0.14031300375025632
46	believes	0.13500711799530773	0.1301557442746127
46	justified	0.08233222192813809	0.07797901202750689
46	knows	0.11091654015986371	0.10192890153055922
46	true	0.09976192038793787	0.09497235653408723
46	lucky_guessed	0.18362119483587608	0.1585430737621325
47	believes	0.11513529614932305	0.1093673505166569
47	justified	0.10268002266975851	0.09770038811248484
47	knows	0.11805700726844641	0.10935333612571063
47	true	0.08567141115782502	0.0814527417575742
47	lucky_guessed	0.15025146083732374	0.13184477182719592
48	believes	0.09134992388008874	0.08933693051552144
48	justified	0.09506236634760346	0.09248305413998761
48	knows	0.11384639474143249	0.10603895654252829
48	true	0.09939190667144181	0.09742377288382581
48	lucky_guessed	0.23584284588786597	0.22086209686418584
49	believes	0.10423032552253311	0.10009435953432637
49	justified	0.09679186154934835	0.09137248357746248
49	knows	0.11238782745575611	0.10208010084860511
49	true	0.1042143175680196	0.09834897301098863
49	lucky_guessed	0.18177315393143556	0.15811552452901173
50	believes	0.09067108229854856	0.0872427054933038
50	justified	0.12847847744583352	0.12069047067955513
50	knows	0.12812240555933463	0.11577102969436455
50	true	0.11432934545139775	0.10705634222042157
50	lucky_guessed	0.1337289133214724	0.1269135660409054
51	believes	0.10569523013190706	0.09947409683747858
51	justified	0.08051041706802531	0.0816106094893717
51	knows	0.09614157945421001	0.09449515746495711
51	true	0.10938199905326877	0.11054760839491888
51	lucky_guessed	0.1702557820400668	0.16768013519210878
52	believes	0.10353804153055968	0.10083438222711721
52	justified	0.09396046117363574	0.08908254953271208
52	knows	0.11945842037385036	0.10950195937222602
52	true	0.11409035499012093	0.10890216796868811
52	lucky_guessed	0.18204346083212014	0.15988247751650958
53	believes	0.09817980288366347	0.0946355107469438
53	justified	0.11672003743663474	0.11101024548685826
53	knows	0.13293605150788548	0.12238010572186983
53	true	0.11967010037185852	0.1142974631596385
53	lucky_guessed	0.16941604526807938	0.1456114595434491
54	believes	0.106116588018299	0.10659690493378216
54	justified	0.11968586153898489	0.11479576294566692
54	knows	0.12858919033764887	0.11966510339812239
54	true	0.11232578359965434	0.10775834651465167
54	lucky_guessed	0.1272679736240867	0.11213485780361107
55	believes	0.07614654915474438	0.07420209513616002
55	justified	0.12202400454820059	0.1165654814345992
55	knows	0.12332628532992013	0.1139826321348127
55	true	0.11715183308797916	0.1116221661360116
55	lucky_guessed	0.18049345842216277	0.16276665359023915
56	believes	0.10016794954920055	0.09707813441083195
56	justified	0.0684148850253855	0.06684700632299395
56	knows	0.09881121202325364	0.09380406682695158
56	true	0.09823297596436247	0.09654863848398876
56	lucky_guessed	0.16680531260894535	0.14848557368554594
57	believes	0.08507039456399478	0.08076826540659138
57	justified	0.12447566649886976	0.1190819977823928
57	knows	0.11263309203390391	0.10516909488612548
57	true	0.1027964068016272	0.09931887010164885
57	lucky_guessed	0.17280398294279006	0.1639424649093693
58	believes	0.07226587459425285	0.07228934189095099
58	justified	0.10163851503537163	0.09634129039506681
58	knows	0.1218973586476698	0.11209277415879858
58	true	0.11709788398838822	0.11162789752177021
58	lucky_guessed	0.194753901153115	0.17191931548259223
59	believes	0.09126529336373088	0.09454145907734707
59	justified	0.10516259348475276	0.09874807298753642
59	knows	0.11213301280290465	0.10150040236175532
59	true	0.10804580019550183	0.10133102511863733
59	lucky_guessed	0.16244340357032852	0.15086251548375681
60	believes	0.14310480254688646	0.13376192025749578
60	justified	0.07483328257287244	0.07120277800129293
60	knows	0.09691823152515361	0.089496933311206
60	true	0.09451458474661437	0.090595093461679
60	lucky_guessed	0.1744548671518512	0.15585639747002203
61	believes	0.08542688065104627	0.08100959917753663
61	justified	0.08465767259762985	0.08352583496359227
61	knows	0.11921047982973693	0.11451124891516656
61	true	0.1037767120004637	0.1024336579953633
61	lucky_guessed	0.24361818748320543	0.21416625225017147
62	believes	0.10528777296585974	0.10944919633036748
62	justified	0.08948844638466398	0.08299177090099909
62	knows	0.10570891970347436	0.09431101203039396
62	true	0.1028178371987326	0.09609524563206734
62	lucky_guessed	0.1813399706704676	0.16441987798643587
63	believes	0.0819747572144112	0.07645014827752777
63	justified	0.11138397855543465	0.10922858539993632
63	knows	0.12858470472918881	0.12229524452000964
63	true	0.11408318595674506	0.11134139505692281
63	lucky_guessed	0.2259180105958653	0.19609761515163993
64	believes	0.08921053119016681	0.08425530249860744
64	justified	0.08669004094561698	0.08236683517165753
64	knows	0.10272279006245091	0.09479668995020037
64	true	0.11937216760983695	0.11364539205981136
64	lucky_guessed	0.1427577252579475	0.12678642867752157
65	believes	0.0891192460215409	0.09208318772679366
65	justified	0.11405164022133073	0.10559378052940123
65	knows	0.11911002105648888	0.10653645459758418
65	true	0.10864290316763345	0.10105221587753468
65	lucky_guessed	0.15275235934522702	0.13639187889175003
66	believes	0.12547997371444744	0.12006581719900147
66	justified	0.09530432588244026	0.08968988646365367
66	knows	0.11628930900984222	0.10607092022789154
66	true	0.11007227378834203	0.10446529245709392
66	lucky_guessed	0.18739227252546198	0.16938605469765008
67	believes	0.11596262125434581	0.11009386828235629
67	justified	0.08728800930405556	0.08547387447746867
67	knows	0.12279075928280643	0.11602412062207834
67	true	0.10746981295436348	0.10454526637174484
67	lucky_guessed	0.18411138420720555	0.17015580718822879
68	believes	0.07261192242852621	0.07995862969474955
68	justified	0.12407538074905017	0.1158594708592559
68	knows	0.12009497250063321	0.1085728944340861
68	true	0.11776701924962066	0.1105834742312708
68	lucky_guessed	0.13348890830486446	0.12416925167457933
69	believes	0.15703181043609238	0.15191884318029672
69	justified	0.10871922295772048	0.10186769148348308
69	knows	0.11192027114691236	0.10156560259140293
69	true	0.11011194978310204	0.1037422790801254
69	lucky_guessed	0.1970555468974099	0.1762072402196773
70	believes	0.09380723401407835	0.09073202769212796
70	justified	0.11840401429548295	0.11203820903001523
70	knows	0.13270786788576058	0.12089091939929285
70	true	0.133152240155593	0.12614573445480456
70	lucky_guessed	0.16375441201188692	0.1421731811343392
71	believes	0.08194883187238963	0.0812634571057829
71	justified	0.09989964094588474	0.09426506674913009
71	knows	0.11287629469441371	0.10336401939775268
71	true	0.09579371620560344	0.09105634758483364
71	lucky_guessed	0.15647060668963386	0.13951953590899094
72	believes	0.10875324951725981	0.1107180941203929
72	justified	0.08365732571848589	0.07948345686644598
72	knows	0.10904201958794632	0.10019128703159312
72	true	0.08552261280840485	0.081219207861856
72	lucky_guessed	0.25067043829681945	0.22478586953122506
73	believes	0.10428173024759575	0.10452282105375857
73	justified	0.10797262546210638	0.10401040201195264
73	knows	0.13225307399167402	0.12344398578228893
73	true	0.09465884681334315	0.09160108961905314
73	lucky_guessed	0.19877267240252183	0.177153352344794
74	believes	0.12165281586340422	0.11347797570209607
74	justified	0.09919588897742164	0.09515090087158419
74	knows	0.11455241963464365	0.1056020277458557
74	true	0.10290147792184398	0.09852785641464329
74	lucky_guessed	0.189614538869586	0.1700241143475145
75	believes	0.08425273493386985	0.08240793875589399
75	justified	0.10732896519422683	0.0997843715872548
75	knows	0.13089815036220773	0.1156943367312365
75	true	0.12487743984764323	0.11502058500611179
75	lucky_guessed	0.19290926211299741	0.17700237743095168
76	believes	0.06577833690035174	0.06730002986854847
76	justified	0.10458277542803937	0.09753475736098025
76	knows	0.12955469451726923	0.11653013133490911
76	true	0.10491048325572869	0.09861372609383229
76	lucky_guessed	0.22456837963758006	0.20136402668227213
77	believes	0.10012238377931398	0.0964222644778216
77	justified	0.07692445975101649	0.07543224382081201
77	knows	0.09044175704923081	0.08546557023558211
77	true	0.08393356019837765	0.08205121589067975
77	lucky_guessed	0.17474789061474966	0.15575909952458783
78	believes	0.0958624866579602	0.09076962700437687
78	justified	0.09455102272800998	0.09525942840495752
78	knows	0.0996343412305918	0.09603720966887878
78	true	0.0875720075986982	0.08692652313610602
78	lucky_guessed	0.18363330457641594	0.17708640903586556
79	believes	0.08121673773043567	0.07838697343632418
79	justified	0.0944402693481843	0.08960481298810594
79	knows	0.09632307098863527	0.08890830745846355
79	true	0.10640531329230969	0.10108250027646479
79	lucky_guessed	0.17820381994605083	0.16131771050612054
80	believes	0.10760187798398801	0.10374002777427754
80	justified	0.11886825564786886	0.11256511660543099
80	knows	0.12087321081031452	0.11083470868621469
80	true	0.10649962895869136	0.10182530142519684
80	lucky_guessed	0.22684256711183048	0.2002213986237222
81	believes	0.11039093486093407	0.11553914481399613
81	justified	0.08554324102824488	0.08126409904490912
81	knows	0.10920389026569075	0.09915898007823105
81	true	0.1038661062295413	0.099399105424473
81	lucky_guessed	0.18640457452312684	0.16789344760788444
82	believes	0.08758303659524408	0.08552701472274826
82	justified	0.1232187237212681	0.11438678731396114
82	knows	0.15251354053528943	0.13756127532266602
82	true	0.12628707941481693	0.11856318143831189
82	lucky_guessed	0.161154757980565	0.14068183898925393
83	believes	0.14681375494003948	0.13558420192195578
83	justified	0.08856170042242023	0.08621175321773543
83	knows	0.10401431927547357	0.09763488974645465
83	true	0.08954593262054662	0.08665853024024331
83	lucky_guessed	0.15950342575847104	0.14104928771925354
84	believes	0.09322027564810854	0.08967475910950122
84	justified	0.08925802058652559	0.08481468422103719
84	knows	0.09468105673925874	0.0864442544517102
84	true	0.08943873475931648	0.08494337826208552
84	lucky_guessed	0.15020312710141467	0.14325392644553656
85	believes	0.15473971321024454	0.1464181191985017
85	justified	0.09681068015412686	0.09249991807152246
85	knows	0.10652008480566207	0.09693745672789074
85	true	0.11502351615521225	0.11024284124764729
85	lucky_guessed	0.2078385894110522	0.2053032223848018
86	believes	0.09460692128779032	0.08913396620984373
86	justified	0.08670388891729022	0.08337435572299748
86	knows	0.10198844718799956	0.09529281031748096
86	true	0.08112341809090154	0.07817148495960527
86	lucky_guessed	0.2107495966144431	0.18438949770820323
87	believes	0.10786080577053127	0.10246000442203458
87	justified	0.10236301776778448	0.09674041423910013
87	knows	0.12526390115086605	0.11428414858430787
87	true	0.10697406183228962	0.10153029167215213
87	lucky_guessed	0.17978254858509524	0.15922950043141337
88	believes	0.15041179739299512	0.15610183777701636
88	justified	0.08880690359840619	0.08404847498306492
88	knows	0.09907512611680183	0.0910824054510425
88	true	0.10636294616619164	0.10125835550766998
88	lucky_guessed	0.19639433718277896	0.17668847249220035
89	believes	0.10858154609957688	0.10219247833088844
89	justified	0.10950660333526271	0.11211659376618051
89	knows	0.12611754023039284	0.12321681606928904
89	true	0.1127087034390313	0.11471619258832833
89	lucky_guessed	0.1748217882563187	0.16735241732702588
90	believes	0.12927276757988393	0.11970653761364154
90	justified	0.08174290714510314	0.07711321281982106
90	knows	0.12194128555187615	0.11108440213662751
90	true	0.11312318704742617	0.10705827228943547
90	lucky_guessed	0.16897007117587817	0.15336699746620766
91	believes	0.12546715073959078	0.11832979160977225
91	justified	0.10638702064917795	0.10238480948859327
91	knows	0.12188217158709232	0.11349383171461838
91	true	0.13370232131390503	0.13097522896122227
91	lucky_guessed	0.17699253391811012	0.15835286381594313
92	believes	0.09589980986584228	0.08767021922131847
92	justified	0.09403920269277674	0.0901778436448085
92	knows	0.11457046637391144	0.10602619642345286
92	true	0.09599065241369507	0.09257013368611787
92	lucky_guessed	0.2117147789580028	0.18507323223345373
93	believes	0.10275871859016227	0.0988581120970035
93	justified	0.09000602388804575	0.08588492890859385
93	knows	0.1067507929206981	0.098714857493353
93	true	0.08583997276296952	0.08235388053270724
93	lucky_guessed	0.16948432121115847	0.1484429172445029
94	believes	0.11911902220802428	0.11803299947438803
94	justified	0.10929719513426556	0.10085027407685555
94	knows	0.14722911020105525	0.1302780947879672
94	true	0.1554563888768913	0.14481123049561423
94	lucky_guessed	0.18704264811657087	0.16069344087068044
95	believes	0.13273222623118272	0.12433860500398243
95	justified	0.09121154854886927	0.08795317651192652
95	knows	0.09615715818880603	0.0904095333781603
95	true	0.09137292335731567	0.08852098128335709
95	lucky_guessed	0.20827317469645978	0.18569383271230055
96	believes	0.0710512825233787	0.07028129110037135
96	justified	0.10788280609678709	0.10280801196367587
96	knows	0.1547030836636759	0.14244375251717808
96	true	0.11488616870383403	0.11028540149261976
96	lucky_guessed	0.1694209820339946	0.15256921064195014
97	believes	0.08917069163410672	0.08631610239219746
97	justified	0.08090584968642121	0.07665000449290672
97	knows	0.10191753585726303	0.09352430408923032
97	true	0.10230244868967867	0.09769416224946521
97	lucky_guessed	0.24345468983119994	0.20712001319824894
98	believes	0.09309284349920406	0.09212149875672554
98	justified	0.10765105772200993	0.10070304621512847
98	knows	0.1238253370721691	0.11161936124980562
98	true	0.1202152231056856	0.11302511796079119
98	lucky_guessed	0.18874187640558035	0.18090146672680016
99	believes	0.07509243884886665	0.07385130907312824
99	justified	0.09853408458527715	0.09388799304311694
99	knows	0.13083406610881693	0.11950203897035373
99	true	0.09753018073849501	0.09269285732254147
99	lucky_guessed	0.1808491270755138	0.16202135068018406
100	believes	0.07618216705417094	0.07320113843116367
100	justified	0.1012332803965231	0.09812039230121655
100	knows	0.13158898741414674	0.12417505236146162
100	true	0.09486392240966988	0.09256242614464338
100	lucky_guessed	0.15407263738522656	0.14372779636585337
101	believes	0.11514841895329848	0.1115399799719253
101	justified	0.08129904626630223	0.07957869491178803
101	knows	0.10592819312115928	0.10052817999245055
101	true	0.11256893369966371	0.11026691406667083
101	lucky_guessed	0.14565690980926715	0.1342005004958228
102	believes	0.08223356974720927	0.07776521788927487
102	justified	0.106541600442922	0.10069907423735809
102	knows	0.12482491415772445	0.11414870529138432
102	true	0.11187171164581282	0.10626476996594465
102	lucky_guessed	0.17156713265946008	0.1548018935417123
103	believes	0.10122983191562203	0.09731439336146028
103	justified	0.09935958588197659	0.09712711371595689
103	knows	0.11749045712119774	0.11004403171204445
103	true	0.11580615902475688	0.11229129280793415
103	lucky_guessed	0.1560408142649212	0.15156835568132795
104	believes	0.08798000829427363	0.08226039410864285
104	justified	0.07333582347601686	0.07036960712060111
104	knows	0.10056185275616283	0.093915840633352
104	true	0.09196249558036458	0.08866110256938642
104	lucky_guessed	0.20400939607094476	0.18562056023461485
105	believes	0.11012911198895904	0.10701087240528566
105	justified	0.09717507381479303	0.09174879213688164
105	knows	0.11061666610529938	0.10095129961679852
105	true	0.09346572785670969	0.08848911352358779
105	lucky_guessed	0.20040567172578053	0.17725748772022662
106	believes	0.17134019462066916	0.1640875094489304
106	justified	0.08696147903093242	0.08326906336170249
106	knows	0.09978206867380447	0.0923987804377328
106	true	0.09222268962633487	0.08792607428757804
106	lucky_guessed	0.22615909501750947	0.2067091420853896
107	believes	0.0971190888191529	0.09195509771057835
107	justified	0.09657770977164842	0.09193030365839967
107	knows	0.11851377273345648	0.10890256177766368
107	true	0.09659506456053082	0.09244594552350185
107	lucky_guessed	0.2051323663514894	0.17914107105490296
108	believes	0.11042406686218581	0.10031131522526138
108	justified	0.1112135897027547	0.10829523251555292
108	knows	0.13455936917834085	0.12751133657391864
108	true	0.11302089345362024	0.11034671911697008
108	lucky_guessed	0.11992752379666573	0.11117923235147034
109	believes	0.11005380409258747	0.1055659104651015
109	justified	0.06384217930306019	0.06149985000235349
109	knows	0.08863952120836402	0.08316674316483008
109	true	0.08220385711706621	0.07989029873086932
109	lucky_guessed	0.19399967471603163	0.16487444442209614
110	believes	0.11410739150155692	0.10913698473252069
110	justified	0.09549652434481905	0.09125275650788942
110	knows	0.09920303485023498	0.09182764493344116
110	true	0.1024016438325301	0.09814531574732965
110	lucky_guessed	0.15742407208187678	0.1391875997550966
111	believes	0.10832564472865633	0.10680200663145312
111	justified	0.09115471863877911	0.08685635611181447
111	knows	0.10935294249179718	0.10041241722984384
111	true	0.11792436875816752	0.1128117356520739
111	lucky_guessed	0.21641380699930096	0.1924688659718134
112	believes	0.09998748905035706	0.09647971380677098
112	justified	0.10148426516680467	0.09511524999369854
112	knows	0.13161167454530837	0.11874957804963225
112	true	0.12071285032905814	0.11303030233511775
112	lucky_guessed	0.17097872113262091	0.15421772079441362
113	believes	0.07512553334092886	0.07062897559506685
113	justified	0.10059934156807358	0.09917800537284123
113	knows	0.11620446199746777	0.11089196440918865
113	true	0.12079318695212447	0.11914444564237654
113	lucky_guessed	0.1724110659401694	0.14611640407338228
114	believes	0.0925981202481991	0.09430411442934908
114	justified	0.08500975566689996	0.08171289083568589
114	knows	0.09948777154649374	0.09219603251343181
114	true	0.09092336524452563	0.08782339315343823
114	lucky_guessed	0.19111499702783893	0.17039472438745473
115	believes	0.06625290836756255	0.06396717968517446
115	justified	0.10332817497636633	0.09799784322636652
115	knows	0.12761607544066156	0.11636884882856205
115	true	0.11437722525697856	0.10853270829874087
115	lucky_guessed	0.18428442506373183	0.17268988321915954
116	believes	0.09067872181980823	0.08846060094187326
116	justified	0.12297401511584406	0.11515606622410267
116	knows	0.13725554423490577	0.12425158886212997
116	true	0.12030696963891284	0.11307595012214343
116	lucky_guessed	0.16289296493824085	0.1460998026335325
117	believes	0.09928632310873953	0.09328612050398137
117	justified	0.12065596458262509	0.11501519535637784
